State,District,Date,Year,Month,Avg_rainfall,Agency_name
Andhra Pradesh,Vizianagaram,2025-05-10,2025,05,0.1774530084,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-05-23,2025,05,13.1704773152,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-06-18,2025,06,1.2894087173,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-01-05,2025,01,0.0015886231,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-01-10,2025,01,0.0018781224,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-01-11,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-01-19,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-01-23,2025,01,0.030279655,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-01-28,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-02-04,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-02-08,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-02-09,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-02-10,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-02-13,2025,02,9.11561e-05,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-02-14,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-02-18,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-02-27,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-02-28,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-03-02,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-03-03,2025,03,0.0092355254,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-03-04,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-03-05,2025,03,0.7424462008,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-03-09,2025,03,0.0006509571,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-03-19,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-03-24,2025,03,0.0012913464,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-03-25,2025,03,0.0497244971,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-03-26,2025,03,0.0012866594,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-03-30,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-03-31,2025,03,0.0033307726,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-04-06,2025,04,0.6331011314,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-04-12,2025,04,1.0625574599,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-04-15,2025,04,0.0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-04-25,2025,04,0.0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-04-26,2025,04,0.026200612,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-04-29,2025,04,0.015284059,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-05-04,2025,05,4.4031326251,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-05-07,2025,05,0.7784454918,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-05-25,2025,05,6.8659235024,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-05-29,2025,05,5.3623490189,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-05-30,2025,05,5.8231782502,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-06-12,2025,06,2.3136931461,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-06-17,2025,06,5.2226366507,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-06-18,2025,06,0.3336636089,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-06-21,2025,06,6.8968095393,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-06-22,2025,06,20.6328202677,NRSC VIC MODEL
Andhra Pradesh,West Godavari,2025-06-26,2025,06,27.1896234964,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-01-05,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-01-08,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-01-11,2025,01,0.0758484919,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-01-17,2025,01,0.0049119476,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-01-23,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-02-04,2025,02,0.001797424,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-02-17,2025,02,0.0026028895,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-02-20,2025,02,0.0021599523,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-02-22,2025,02,0.0004738872,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-02-27,2025,02,0.0014713069,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-03-05,2025,03,0.0168952521,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-03-10,2025,03,0.0014072118,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-03-14,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-04-02,2025,04,0.0005459018,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-04-03,2025,04,0.0007601752,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-04-15,2025,04,0.701508446,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-04-18,2025,04,0.0673034532,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-04-25,2025,04,0.3942614812,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-04-27,2025,04,0.0,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-04-29,2025,04,0.0076984396,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-05-07,2025,05,5.0066740391,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-05-18,2025,05,14.2427974542,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-05-19,2025,05,10.4788152818,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-05-21,2025,05,17.3958088964,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-05-25,2025,05,0.0099065021,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-06-04,2025,06,0.19953721,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-06-11,2025,06,2.7592290825,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-06-20,2025,06,0.7949093696,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-06-23,2025,06,4.0895953348,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-06-25,2025,06,0.1774022508,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-06-27,2025,06,0.6444004048,NRSC VIC MODEL
Andhra Pradesh,Y.S.R.,2025-06-29,2025,06,0.1736194867,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2025-04-14,2025,04,0.2874821637,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2025-04-15,2025,04,0.6069523164,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2025-04-18,2025,04,0.284381688,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2025-04-22,2025,04,0.0,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2025-04-24,2025,04,0.0,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2025-04-29,2025,04,0.1830091522,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2025-05-02,2025,05,0.379986479,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2025-05-05,2025,05,8.72867e-05,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2025-05-06,2025,05,0.0027260701,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2025-05-08,2025,05,2.1320950806,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2025-05-22,2025,05,4.773554528,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2025-05-23,2025,05,0.0471768871,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2025-06-06,2025,06,0.0,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2025-06-14,2025,06,0.5816293075,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2025-06-16,2025,06,2.2962416308,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2025-06-18,2025,06,0.156463813,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2025-06-15,2025,06,0.0002824618,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2025-06-20,2025,06,0.2058253564,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2025-06-24,2025,06,2.4940713374,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2025-06-26,2025,06,2.0841988615,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2025-06-29,2025,06,0.2531252184,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-01-06,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-01-11,2025,01,0.0159580437,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-01-12,2025,01,0.0010038737,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-01-18,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-01-25,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-02-06,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-02-13,2025,02,0.0006546136,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-02-14,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-02-17,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-02-18,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-02-22,2025,02,3.3864e-06,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-02-26,2025,02,5.0797e-06,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-03-01,2025,03,-0.0003498345,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-03-09,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-03-13,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-03-26,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-03-27,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-04-07,2025,04,0.0034300529,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-04-08,2025,04,0.043975357,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-04-11,2025,04,0.6066631912,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-04-17,2025,04,0.0703258887,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-04-20,2025,04,0.0582714394,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-05-04,2025,05,0.1141850088,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-05-06,2025,05,0.8731723001,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-05-08,2025,05,0.8525779017,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-05-18,2025,05,11.6000172686,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-05-29,2025,05,0.5907376453,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-05-30,2025,05,1.8160182842,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-06-04,2025,06,0.1390949554,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-06-11,2025,06,0.2869920356,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-06-15,2025,06,0.2483206722,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2025-06-30,2025,06,4.2826643433,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-01-03,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-01-08,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-01-09,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-01-14,2025,01,1.3873163412,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-01-15,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-01-18,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-02-02,2025,02,0.0004451211,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-02-07,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-02-13,2025,02,0.0002371925,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-02-14,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-02-20,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-03-01,2025,03,0.0837448696,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-03-02,2025,03,-0.0015218458,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-03-04,2025,03,0.0019241849,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-03-12,2025,03,0.3869925252,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-03-15,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-03-18,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-04-02,2025,04,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-04-05,2025,04,0.2516858618,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-04-06,2025,04,0.0031049768,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-04-09,2025,04,-0.0043548541,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-04-10,2025,04,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-04-14,2025,04,0.5384331962,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-04-19,2025,04,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-04-22,2025,04,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-04-25,2025,04,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-05-01,2025,05,0.1329099033,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-05-06,2025,05,0.0234648347,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-05-09,2025,05,5.5078058102,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-05-03,2025,05,0.883650748,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-05-19,2025,05,10.2047224419,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-05-31,2025,05,0.4750763753,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-06-10,2025,06,0.0202711874,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-06-11,2025,06,0.2434325714,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-06-12,2025,06,1.2327540904,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-06-16,2025,06,3.2490241944,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-06-17,2025,06,0.0142824892,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-06-20,2025,06,1.1645744764,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2025-06-21,2025,06,5.8024289728,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-01-13,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-01-12,2025,01,0.0018385266,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-01-22,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-02-05,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-02-10,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-02-16,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-02-19,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-02-22,2025,02,0.0023510386,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-02-28,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-03-03,2025,03,0.0911713497,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-03-04,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-03-14,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-03-19,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-03-21,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-03-23,2025,03,0.035941637,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-03-27,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-03-28,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-04-06,2025,04,0.1692857447,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-04-08,2025,04,0.0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-04-17,2025,04,0.0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-04-22,2025,04,0.0011500665,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-04-25,2025,04,0.0762703607,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-04-29,2025,04,5.1811037712,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-05-07,2025,05,0.1880451286,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-05-17,2025,05,2.2925583053,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-05-23,2025,05,4.9728621104,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-05-25,2025,05,0.3126061956,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-05-26,2025,05,3.1976675489,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-05-29,2025,05,9.2392525377,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-06-11,2025,06,6.7758238534,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-06-21,2025,06,0.0224403575,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,2025-06-24,2025,06,5.4013569123,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-01-02,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-01-04,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-01-05,2025,01,0.0011570779,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-01-08,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-01-15,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-01-16,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-01-20,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-01-19,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-02-03,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-02-04,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-02-05,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-02-06,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-02-07,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-02-09,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-02-26,2025,02,6.66355e-05,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-03-01,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-03-07,2025,03,0.0001249561,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-03-15,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-03-19,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-03-20,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-03-23,2025,03,1.2650711505,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-03-24,2025,03,2.2926420987,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-03-29,2025,03,0.0037268939,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-04-02,2025,04,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-04-04,2025,04,2.125554147,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-04-05,2025,04,0.233760638,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-04-10,2025,04,0.0071046629,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-04-18,2025,04,0.2022740518,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-04-21,2025,04,1.0113521901,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-04-25,2025,04,0.0654508939,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-05-02,2025,05,4.3415749327,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-05-04,2025,05,11.6738086874,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-05-19,2025,05,4.113738739,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-05-26,2025,05,12.4498635659,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-05-31,2025,05,5.2408592775,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-06-02,2025,06,2.0826e-05,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-06-08,2025,06,3.5099730749,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-06-11,2025,06,15.2241854208,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-06-13,2025,06,1.1574554151,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-06-17,2025,06,3.931167438,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2025-06-29,2025,06,12.9583428413,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-01-02,2025,01,7.6938e-06,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-01-18,2025,01,0.0056818522,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-01-24,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-02-05,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-02-13,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-02-15,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-02-17,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-02-21,2025,02,0.7964279814,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-03-05,2025,03,0.0059512064,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-03-06,2025,03,0.0124563127,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-03-10,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-03-11,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-03-18,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-03-29,2025,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-04-05,2025,04,0.0406179477,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-04-06,2025,04,0.4560303501,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-04-13,2025,04,0.2907517172,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-04-15,2025,04,0.150660268,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-04-20,2025,04,0.0103956318,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-04-22,2025,04,0.0258485498,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-04-23,2025,04,0.4397901305,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-04-25,2025,04,0.1672893172,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,2025-04-26,2025,04,0.0107001184,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2025-03-22,2025,03,0.0033229407,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2025-04-04,2025,04,20.0045394557,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2025-04-07,2025,04,0.018947695,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2025-04-12,2025,04,0.4972993148,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2025-04-19,2025,04,0.0571348874,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2025-04-22,2025,04,0.0,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2025-04-26,2025,04,0.0688155016,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2025-05-06,2025,05,0.0033540757,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2025-05-08,2025,05,0.0581335916,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2025-05-16,2025,05,1.2082035496,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2025-05-26,2025,05,1.1058156321,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2025-05-30,2025,05,7.5967702519,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2025-06-02,2025,06,0.4499040504,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2025-06-04,2025,06,0.3732377634,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2025-06-09,2025,06,12.2230118477,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2025-06-12,2025,06,12.3924867363,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2025-06-13,2025,06,1.1111160017,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2025-06-17,2025,06,0.0412200606,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2025-06-21,2025,06,1.2912402492,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2025-06-15,2025,06,0.0684515402,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2025-06-30,2025,06,0.1869944563,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2025-01-05,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2025-01-15,2025,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2025-01-16,2025,01,7.22762e-05,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2025-01-20,2025,01,6.0797437069,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2025-01-31,2025,01,2.17374e-05,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2025-02-05,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2025-02-06,2025,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2025-02-24,2025,02,1.07677e-05,NRSC VIC MODEL
